Q1,Q2,Q3,Q4,Q5,Q6,X,Y,Z,Rx,Ry,Rz
1.6778,-0.0384,1.5458,-0.8135,0.3462,-0.3342,0.149,0.01785,0.70287,100.83974,-23.0568,-12.65683
2.1177,-0.4213,1.2475,1.2123,0.3232,-1.578,0.08122,0.15514,0.80279,39.66252,-43.25767,91.95885
1.5099,0.1951,-1.3478,0.9962,-0.4436,2.1191,0.20007,0.81579,0.91231,40.62303,-78.32824,-113.32202
0.0253,1.4426,-0.0436,0.273,-1.4585,2.532,-0.36286,-0.15928,1.19391,14.80147,5.7385,149.49744
2.9144,0.602,-0.9656,1.4444,0.356,-2.6618,-0.48105,0.26522,1.31271,-11.53687,24.49028,90.9764
2.0669,0.5354,-1.1944,-1.2639,0.747,-2.0907,-0.17831,0.64467,1.22108,42.12976,-17.88779,-66.71779
0.6267,1.356,-1.3842,-1.1303,-0.9185,0.5893,0.18885,-0.04852,1.52476,35.39558,42.89293,18.47505
1.3825,-0.939,-0.5089,1.1207,-0.9981,0.2757,0.27582,0.64584,0.35617,107.3031,4.64703,-136.93653
2.502,0.0561,1.103,-0.7601,-1.2777,2.8335,0.05464,0.14637,0.88744,-35.88601,-21.94205,-62.84217
0.7221,-1.4915,-0.5004,0.9431,0.5087,1.8209,0.41434,0.16499,0.04635,101.69484,-61.74207,97.70988
1.4013,-0.3112,1.1025,-1.3615,1.358,1.5015,0.16784,0.0912,0.85757,-89.6567,-48.05701,97.06911
1.6373,-1.2474,-0.8447,-1.4042,1.1357,-1.4532,0.11639,0.51042,0.02977,-97.438,-52.10724,73.47393
2.063,-0.325,0.0822,-0.6335,0.6859,-1.5052,-0.11951,0.54039,0.94821,27.47944,-9.9324,-3.91743
2.3918,-0.0961,0.0271,1.5213,0.4377,2.2355,-0.2489,0.43681,1.05977,-22.39163,11.81299,-10.93551
2.0973,-0.5334,0.3179,0.7917,1.2486,2.9921,-0.11348,0.49384,0.86975,-31.91175,57.8395,-47.009
0.5403,0.9527,1.0693,0.3172,-1.1735,0.9215,-0.04906,-0.2044,0.85372,-50.56428,-12.68362,89.22273
1.4236,-0.0924,1.4464,-0.3715,0.5029,-1.5209,0.15028,-0.00951,0.74469,105.24755,18.00728,-14.02778
1.5897,-0.6047,1.1523,-1.5243,1.0161,-2.2899,0.14723,0.15056,0.80557,26.40668,61.37409,-129.48672
0.9401,1.2584,0.346,-1.1072,0.7534,0.7042,-0.05545,-0.33039,1.08851,124.24403,-54.06393,-105.41069
1.5187,-1.5193,-0.2909,-0.8946,1.3608,1.573,0.1726,0.42849,0.11849,33.46078,49.19358,-166.35995
2.2187,1.3926,0.1471,1.4548,0.4386,-0.0477,0.33354,-0.19204,1.13051,-91.21877,-9.50531,-117.72124
1.1713,-1.2295,-0.5528,0.6679,-1.1863,0.5572,0.357,0.45979,0.15444,144.521,-13.94578,-152.00973
1.259,-0.4687,0.5316,0.9516,1.1089,2.1487,0.25888,0.31408,0.909,-60.68812,32.67107,-127.8631
2.6483,0.8573,-1.1291,1.3633,0.2615,-1.4168,-0.29719,0.33014,1.4088,13.88685,13.27314,148.28598
0.1392,-0.3715,1.4132,1.0799,-0.6628,-2.5023,0.06027,-0.14307,0.75056,43.58609,-26.48965,-102.3733
0.825,0.946,-1.1352,1.3818,-0.4066,-1.9956,0.35024,0.15801,1.44233,-27.36226,-0.29555,14.38215
2.2641,0.6012,-0.6924,1.0074,1.2363,-1.4942,-0.15021,0.41557,1.34423,68.10672,0.34458,98.97524
2.7468,-0.1922,1.4003,0.7398,-0.8061,2.5118,0.03247,0.14902,0.76153,26.97075,33.41387,-26.59345
1.9353,1.3204,-1.2927,0.8598,-1.2663,2.849,0.09908,0.16124,1.52236,42.80995,-64.40369,-65.22846
2.0144,-0.8058,-0.1011,-0.6764,0.7763,2.5987,-0.14415,0.65296,0.61042,26.06257,14.42647,-118.76448
3.0413,-0.6445,-1.2157,0.387,0.461,1.6508,-0.73442,0.22471,0.26972,81.10888,-25.7364,-101.62133
1.8979,-0.1047,1.2451,-1.5138,0.3443,-0.5718,0.12748,0.09128,0.82531,66.56089,19.3651,-10.7581
1.5301,-0.3949,0.7253,-0.3905,0.4553,1.8285,0.16122,0.27135,0.92074,-44.05017,3.16804,167.03076
1.1748,-0.3866,-1.2989,0.5328,-0.1483,0.1834,0.45727,0.70473,0.43944,110.31175,46.34309,176.7365
3.0869,-1.2523,-0.3585,-1.3825,-1.0118,-1.874,-0.55681,0.18076,0.22419,127.92094,-72.99098,172.33732
0.9296,0.2371,-1.0426,0.2002,1.314,2.7915,0.56598,0.50743,1.05774,-19.41585,24.30421,-145.20515
0.9759,-0.679,0.8158,0.3526,-0.2137,-0.9228,0.29086,0.16209,0.83119,-5.52177,0.78902,22.91806
2.3945,-0.9547,-0.8023,-0.7483,-0.9079,1.5728,-0.38967,0.56542,0.21953,156.34068,41.91564,-123.19402
2.044,1.5125,0.7436,1.3687,1.4404,-2.262,0.28031,-0.21823,0.84532,176.23287,-76.29675,32.48122
0.3813,-0.7137,-0.4003,0.6572,1.4787,2.686,0.72682,0.12974,0.5614,-41.28407,5.42214,-175.56469
0.0501,1.1311,0.3927,0.6978,-0.068,-1.6487,-0.23874,-0.16221,1.10312,83.02397,-35.49947,-85.57981
1.9247,0.4626,0.5341,0.9104,0.2755,-2.4091,0.12867,0.08471,1.11608,67.49825,2.00074,32.89369
1.4087,-1.4011,0.0901,-0.5989,-0.4852,-2.523,0.22804,0.46474,0.33754,-166.4047,-81.41747,51.55891
2.7003,1.2948,-0.5667,1.4839,-0.7307,-2.4291,0.20381,0.06968,1.42311,18.95238,-51.06086,75.12338
0.6778,-0.2233,0.2144,0.9377,1.4503,-2.402,0.4409,0.16231,1.00781,79.29275,47.53806,-5.32881
0.2401,1.2515,-0.6717,-1.2929,-1.14,1.9158,-0.04595,-0.16573,1.45416,44.53605,-47.02456,49.06324
2.549,-1.3388,1.0012,1.4836,-0.095,2.9126,-0.13307,0.27049,0.6523,-17.45658,-10.95468,40.54293
1.0952,-0.2314,-1.0664,-1.4448,0.0604,-0.9583,0.51873,0.67947,0.66967,-66.467,-46.1853,-41.12227
0.6346,0.9241,1.4998,-0.5024,1.3785,2.9236,0.05748,-0.14401,0.7045,-166.29436,-43.06914,58.8457
0.9607,0.8778,-0.5466,0.8344,-0.7182,2.2424,0.21158,0.04077,1.41896,30.7088,-5.52461,-135.294
0.1634,0.0091,-0.5618,-1.0656,1.1287,2.2995,0.69116,-0.03812,1.03261,-17.47142,51.50051,88.03127
1.6385,-0.5872,-0.2733,-1.5502,-1.1746,-1.3677,0.10234,0.70863,0.69877,-72.40279,-38.3073,-78.94691
2.949,0.9545,1.2954,0.8667,1.419,-2.5785,0.12605,0.1283,0.76877,160.43134,-51.00501,124.21359
2.7329,0.7044,-0.2917,0.3482,1.046,-2.5882,-0.10044,0.20702,1.35514,78.1493,49.74895,74.8179
0.2319,-1.0853,0.1894,0.1418,-1.3984,-2.7999,0.57105,-0.01933,0.54387,-151.54049,-41.90684,-15.16445
0.3642,1.0578,0.1997,0.0812,0.6374,0.185,-0.12652,-0.20881,1.20044,-141.73107,-66.2187,163.02039
1.3079,1.5553,0.3605,-1.0775,0.2742,1.0733,0.03925,-0.43156,0.97665,167.48398,-62.80024,-106.50484
2.3196,-1.4556,1.0501,-0.981,-1.4551,1.7587,-0.05253,0.27694,0.63167,96.49332,8.4431,167.68877
1.8635,1.375,-0.153,-1.5281,1.2031,-0.5009,0.23452,-0.25817,1.26203,85.03682,9.11964,-53.36391
1.3536,-0.6696,0.2982,-0.6351,0.5785,1.1727,0.25733,0.46977,0.79882,-19.21657,5.49661,111.06241
2.0176,0.772,-1.5511,0.242,-1.1785,-0.614,-0.1357,0.6305,1.26602,-132.47012,57.9493,1.51453
2.4346,-0.1036,1.1873,0.5357,1.4675,0.456,0.05382,0.15137,0.84722,-137.67106,-16.84052,-66.9317
2.2133,-1.0415,0.3318,-0.8902,0.4897,-2.3492,-0.18833,0.50205,0.61343,22.20619,-21.35433,-55.24964
0.9865,0.2466,-0.8245,-0.5597,-0.7886,2.0929,0.49563,0.47743,1.12783,74.46402,-11.98436,126.85543
1.0925,0.6935,-0.9361,0.9702,1.3062,-1.453,0.34286,0.33532,1.36213,67.26331,5.21389,30.04204
3.0067,0.8533,-0.7682,-0.0825,-1.0769,-1.3971,-0.24482,0.18465,1.42913,-56.40471,8.71842,83.04893
2.0772,-0.4625,0.0253,-0.519,1.0768,2.2791,-0.15381,0.58668,0.86176,-24.08843,34.40168,-140.94226
2.9045,1.4711,0.4723,-1.4061,-0.4333,-0.0484,0.39157,0.05975,0.9632,105.94848,-14.27921,97.83235
0.6371,-0.2558,1.4716,-1.0283,1.2701,-2.6999,0.10528,-0.10876,0.7317,-124.51026,50.62554,37.28201
0.2474,0.718,0.1037,1.3233,0.519,-1.2643,0.05886,-0.13989,1.26481,27.03468,-55.67125,16.25258
0.8745,-1.0799,0.2928,1.3312,-0.5525,-0.1643,0.45104,0.30558,0.58145,49.24249,38.25602,148.44472
1.2534,0.0734,0.9083,-0.5576,-1.5375,2.6742,0.16843,0.03193,0.96029,-11.9507,-42.29937,-140.74348
1.2799,0.3372,0.6406,-0.6763,1.0318,-1.381,0.16117,0.01516,1.07283,106.6834,20.89266,-44.45679
2.0745,1.1699,-1.0638,0.2772,-0.1102,-0.5725,0.06241,0.19763,1.50091,-1.64801,-0.50859,101.85638
2.4409,0.0659,-1.4114,1.4255,0.7097,-2.8509,-0.5578,0.66679,0.77694,-74.02139,18.25979,13.06957
0.6735,1.3538,0.4851,1.0179,0.6155,-1.1297,-0.1634,-0.32236,0.99869,-167.28618,-58.57048,-121.42345
2.8643,-0.0636,-0.5877,-0.5752,-0.8234,-1.1474,-0.64068,0.33836,0.97549,-80.32547,4.64921,51.03022
0.8661,-1.1769,1.5191,-0.9379,-0.9564,1.4482,0.14019,-0.06677,0.68667,44.10375,-10.8593,82.29859
2.9456,0.2972,1.1857,-1.159,0.247,-2.4741,0.04441,0.14416,0.85641,-91.5253,62.32195,-115.52882
0.8091,-0.4105,0.5081,0.9881,1.0182,2.6568,0.36674,0.16713,0.93124,-35.1668,54.32353,-120.62761
1.5428,-0.0114,1.4936,0.0378,-0.3334,-0.494,0.15009,-0.00074,0.72533,44.27324,-55.13098,37.70133
0.461,1.197,1.0877,1.5469,-1.3636,0.4565,-0.09623,-0.21534,0.80642,-96.93368,-14.20722,38.02566
2.9537,-0.9786,1.521,1.2482,-0.6932,-1.4183,-0.00687,0.15404,0.69386,-32.7429,-24.82636,156.34017
2.7061,1.538,0.8211,-1.2611,0.4879,2.7649,0.33954,0.00751,0.8115,-141.81187,-22.31138,-129.75747
2.7198,1.015,-0.8143,-0.5694,-1.0684,2.4669,-0.08604,0.20307,1.46582,33.0035,-42.42837,-105.06459
3.0834,-0.5742,1.3547,1.1224,-0.58,-1.8023,-0.0643,0.15405,0.7584,1.11449,-40.38818,125.30918
1.5779,-1.0881,-0.533,0.0061,1.0343,-1.8823,0.14557,0.63171,0.24738,-32.42265,-9.43342,-14.60458
2.2429,-0.061,-0.349,0.9005,-0.3442,0.5136,-0.2697,0.57994,1.03343,34.63553,18.60871,-141.30159
0.1531,0.9436,-0.3171,1.0147,-1.2048,-1.2488,0.03938,-0.14575,1.38314,-53.06537,-15.54812,-16.05766
1.6366,1.4624,0.9388,-1.0709,0.9078,2.431,0.16679,-0.24913,0.79603,-164.3222,-42.55722,172.37992
1.2547,-0.0933,0.4218,-1.1396,0.1088,0.5287,0.23893,0.24783,1.04686,8.20833,-20.62983,34.44754
2.6524,-0.682,0.5634,0.2223,-0.8922,-1.9513,-0.28828,0.32345,0.82601,-56.12651,-16.84367,62.67102
3.0628,1.5276,-0.1186,-1.4886,-1.148,-1.095,0.4148,0.11777,1.19282,68.1714,67.88303,131.74855
1.3108,1.1176,0.779,1.3412,1.5528,0.3381,0.08677,-0.25748,0.94107,-106.12785,37.17421,-111.52837
2.4587,0.5797,0.0407,0.1522,-0.5164,-1.0646,-0.00363,0.19638,1.27149,2.48076,-7.15701,87.08416
0.6255,-1.252,0.6566,1.4265,-1.2058,-1.9743,0.40751,0.10923,0.6079,-77.02527,11.2723,19.8006
0.7428,-0.1562,0.2931,1.4494,0.9708,-1.4772,0.38708,0.15171,1.03519,56.05275,-12.24907,38.55829
2.9149,-1.5482,-0.5122,1.4631,0.6343,1.7928,-0.3378,0.23191,0.01916,154.59711,-69.07696,155.46547
1.1551,1.3023,-0.1867,-0.8149,-0.62,-2.9454,0.03052,-0.30244,1.29623,-39.64395,21.63333,-142.5704
2.4547,-1.4517,0.7336,0.2606,-1.2575,0.1394,-0.17601,0.33841,0.5549,141.67084,61.63357,-65.97801
2.9574,0.1978,-0.3213,0.8558,0.8334,2.9743,-0.46083,0.23849,1.18269,-15.74656,40.9421,20.65883
0.4969,1.1195,0.604,1.3116,0.4965,1.7453,-0.1408,-0.24705,1.01478,175.9814,75.22397,52.74604
1.0593,1.3044,-1.5411,-0.9783,0.6283,-1.6728,0.24571,0.13118,1.5034,29.21356,-8.40218,-89.803
0.5085,-0.4146,-0.524,0.0912,-0.4121,2.0247,0.73302,0.23679,0.73667,75.37962,-29.51063,128.59992
2.1854,1.2302,-0.6122,-1.3105,-0.8884,1.6754,0.17414,0.01348,1.44252,37.14694,-37.81052,149.07545
0.8162,0.5363,1.2062,-0.8582,-1.1876,1.5373,0.06977,-0.14485,0.83869,-35.03679,-49.33173,145.59233
1.4306,1.4873,0.3893,-0.6144,1.2189,-2.6555,0.09522,-0.39909,0.99149,-149.46869,14.14687,69.69833
2.0176,-1.4795,0.532,1.565,1.5694,1.1518,-0.0383,0.42721,0.47739,-88.44108,-78.29013,-66.05542
1.7057,-1.3724,0.8774,0.5773,-0.7884,-2.7002,0.10725,0.32547,0.61883,-61.43346,-45.01157,10.95474
0.3933,1.2192,0.4188,-1.3841,-0.1864,-1.0209,-0.20433,-0.24723,1.06847,92.67382,47.24493,-55.00408
1.6875,-0.4877,-0.5859,-0.8242,-0.7737,-1.1011,0.05929,0.78289,0.6576,-94.47616,-13.36489,-23.23391
1.8946,0.2023,1.1297,-1.2111,-0.5787,1.6358,0.13963,0.05556,0.88045,-29.25447,-63.80897,174.21655
2.729,-0.0386,0.7433,1.011,-0.3793,-1.4926,-0.09302,0.20451,0.99726,-0.3791,-33.37909,122.28159
0.3553,1.2596,-0.3177,0.5298,-0.3656,-0.1474,-0.14003,-0.212,1.35331,-23.01975,-29.77687,43.42673
2.215,1.0274,1.4052,-1.442,-0.5965,-0.3047,0.16399,0.03152,0.72691,127.22837,-16.20211,68.13286
2.8039,0.8735,0.5602,-0.6996,-0.3028,2.7884,0.18907,0.09264,1.08196,-66.87355,24.82891,-87.32188
1.971,-0.0486,-1.0218,0.0949,0.0864,2.4496,-0.18124,0.81356,0.84021,40.02974,-43.72472,-118.18271
2.9841,-0.5848,-0.5544,1.3544,0.2876,-3.1142,-0.72779,0.26751,0.59565,-62.81267,-2.52364,61.53915
0.6633,-0.4403,-0.0413,-1.1377,-0.845,0.829,0.57196,0.2565,0.86107,34.09815,57.67162,27.48745
2.2534,1.4124,-0.604,0.0023,-1.1774,0.3387,0.2616,-0.08392,1.41113,7.227,19.92227,149.86051
2.0257,-1.3954,-0.9015,-0.3151,-0.2284,-0.1155,-0.03426,0.41156,-0.05522,-160.08136,30.78614,-35.47373
2.9916,1.291,-0.864,-1.4922,-1.3627,-1.3497,0.06306,0.14222,1.48827,-74.09936,36.62984,0.13373
1.7408,1.2983,-1.4626,0.3122,1.1778,-1.1824,0.11289,0.22927,1.51036,57.13396,-16.02473,39.27722
2.4544,-0.0818,-1.2766,-0.6351,-0.6935,-1.0085,-0.56709,0.65948,0.70773,-110.0295,-5.5187,28.84405
2.67,-1.0028,1.3709,-0.2023,-0.9084,-0.3214,-0.01721,0.17721,0.71801,-6.38541,31.00914,123.12225
1.1003,-0.9792,0.9584,0.7583,-0.1497,-1.7572,0.25618,0.17272,0.7447,-9.43166,-0.93659,5.94855
3.1096,-0.1295,0.9553,0.9672,-0.7224,1.9183,-0.11967,0.15396,0.92374,23.0159,31.53155,-24.12609
1.3278,-0.3301,-0.2434,1.4389,-0.6249,2.5027,0.3044,0.60433,0.88357,-9.25659,-49.61225,-42.87535
1.0408,0.573,0.1439,1.424,1.0569,0.3315,0.1772,0.00561,1.24478,-71.21929,-26.99167,-155.07806
2.3425,-1.0217,-0.246,0.1237,0.1435,1.7668,-0.34123,0.56588,0.41301,63.24564,-16.84301,-128.59437
1.7762,-0.9788,1.5049,-1.1012,1.1268,-0.02,0.1384,0.0714,0.69711,70.33732,-60.3898,-25.72489
0.6113,0.9159,1.0829,0.9822,-1.0036,-0.6838,-0.02712,-0.20224,0.85354,-43.6955,-73.69229,34.13817
1.4962,-0.6114,-1.5621,0.2445,-0.7161,0.6654,0.20164,0.68467,0.16247,162.54766,3.35298,-142.34226
1.9131,0.9805,0.3997,-1.151,-0.5147,-1.0544,0.20169,-0.119,1.13229,61.42743,40.8264,28.84511
0.2411,1.3047,-0.945,0.0673,-1.1014,-3.0471,0.01695,-0.15035,1.49974,-3.12433,-42.46354,-156.47598
2.2173,-1.4337,-1.4111,-1.4956,-0.69,0.9417,0.01984,0.2228,-0.17478,-139.13951,-6.45385,-29.73668
1.0064,0.0686,-1.5066,-1.012,0.6513,1.4151,0.58758,0.6476,0.73848,25.61832,61.96038,120.75399
2.4429,0.6605,1.2554,-0.8269,-0.8671,-2.2448,0.15181,0.06844,0.80977,18.921,73.60708,15.23374
0.9224,0.9429,-0.8064,-0.5083,-0.5424,-0.6011,0.24945,0.08076,1.45182,-11.00966,22.03924,-11.82199
2.6641,0.9432,0.1178,-1.0532,-1.3018,2.6579,0.1697,0.08114,1.24978,-42.82564,-41.88348,-63.06904
0.7537,0.8422,0.9,-0.3141,1.1966,-2.4216,-0.00044,-0.2062,0.94035,-173.42713,19.81035,7.99157
1.2995,1.0535,-1.4054,0.9718,0.5404,-2.2212,0.24678,0.32727,1.44548,5.0117,24.71349,-0.56302
1.4282,-0.3208,1.2124,0.7004,1.3273,2.7964,0.16083,0.06435,0.82271,152.99204,61.44247,95.44027
2.4453,-1.5399,1.0444,0.309,1.5241,-0.6242,-0.08521,0.26681,0.61045,51.41539,-37.69071,96.55159
0.4901,1.05,1.1242,1.1451,0.0333,-0.4463,-0.06367,-0.20404,0.81807,-137.07868,-37.82139,153.61153
0.4571,-0.6672,0.4735,-0.0489,-0.0487,0.3635,0.46306,0.06054,0.82445,4.50384,13.14872,44.7212
1.9749,-0.4352,1.4001,0.9208,-1.4688,-2.705,0.11902,0.10329,0.75238,34.13811,-48.09067,-37.30299
1.2442,1.2525,-1.2128,-1.3398,1.5447,2.7712,0.18648,0.08283,1.51421,-87.55375,66.54448,86.81456
1.4926,0.5839,0.8075,0.308,0.2554,2.7574,0.14483,-0.07252,1.0069,-128.62423,84.09366,141.44558
3.072,-0.7585,-0.4181,1.0464,-0.8761,1.8259,-0.70773,0.19975,0.52192,106.44867,-67.29537,-67.23116
0.1531,1.2227,0.2496,-1.0648,-0.5911,2.7353,-0.25426,-0.19106,1.1404,-69.47811,-1.51617,129.56687
2.1312,-1.2042,-0.2114,1.2922,0.133,-0.182,-0.18359,0.57487,0.31541,77.98516,24.62145,-160.41873
1.403,0.6224,-1.1998,-1.2503,0.8379,-1.7448,0.24874,0.57,1.27428,40.58634,-24.98194,-86.84439
3.0688,1.3438,-0.8852,1.1109,-0.4736,2.6674,0.08649,0.14414,1.48872,27.38652,-1.55473,26.29277
2.317,0.4285,-0.526,0.7963,-1.2738,-2.5066,-0.1987,0.43595,1.27902,-70.32017,-47.81158,72.47243
0.1848,-0.1195,-0.1365,1.2191,-0.2284,-2.0032,0.57577,-0.04502,1.03294,-22.15523,5.07388,-33.73529
1.296,-0.6961,1.4469,0.3724,1.1421,2.8811,0.15842,0.00895,0.7245,179.88508,74.0956,94.2626
2.6125,1.3822,0.0656,0.7607,-1.2796,-1.1233,0.37365,-0.04465,1.1691,-16.61199,-40.94252,100.99665
1.9868,-0.7464,1.2342,0.3208,-0.8252,0.9907,0.08369,0.18189,0.76959,12.74417,18.29707,-172.52682
1.7257,0.4952,0.8956,-1.2693,1.3011,2.4139,0.15462,-0.01762,0.9743,-105.07977,-25.97072,124.40759
2.6249,0.527,0.7008,1.2232,-1.3015,1.1776,0.09726,0.11732,1.05334,-16.56973,65.41858,-128.933
0.017,-0.9441,1.4033,0.3607,0.5472,-2.8817,0.08259,-0.14867,0.71815,33.36722,48.83346,-125.14729
2.3283,-0.2116,-1.4615,-0.4176,0.9922,1.3019,-0.47478,0.72041,0.51685,32.79993,32.94036,-148.12981
0.0475,0.8043,-1.4019,-1.1663,-0.4234,-1.3256,0.56574,-0.12333,1.32842,-44.48512,-21.73569,-138.2261
0.3189,-0.0156,0.7054,-1.5364,-0.5718,-1.3562,0.21096,-0.08837,1.01109,-21.06675,44.94204,-144.25155
0.9398,-1.4768,-1.0835,0.6746,-1.242,-1.9063,0.27494,0.12195,-0.13009,143.32482,32.59364,-53.58578
2.9741,0.1128,-0.5233,1.021,1.4115,-0.0147,-0.5863,0.25131,1.10826,45.1398,-60.12804,-174.75809
0.7745,-0.6564,-1.3477,-0.6026,0.0547,0.5086,0.62346,0.40009,0.20859,-168.85311,67.31662,-121.65093
0.088,1.3823,-0.1439,-0.8588,1.3866,-0.6612,-0.3062,-0.17765,1.25607,123.36451,5.56504,-144.09054
1.3177,-0.9989,0.2129,1.3028,-1.0966,1.3626,0.28388,0.49835,0.59952,79.47708,-31.32612,-128.69615
2.9645,-0.33,-0.0278,-0.978,1.2555,-1.5181,-0.54325,0.24966,0.92925,59.63823,-19.49755,27.16978
3.0316,0.1069,-1.4158,1.4225,-1.2341,-2.024,-0.83005,0.24263,0.81009,-94.1331,46.98857,149.84041
0.1095,-0.9853,0.9156,-0.7238,-1.017,-0.3671,0.30361,-0.11758,0.74129,-36.65762,53.22569,-76.57498
1.3824,0.2269,-0.6314,1.5361,0.2222,0.7197,0.26151,0.57045,1.15793,10.76246,-23.67807,-156.42615
0.7977,-1.3214,0.5807,1.0702,0.0021,0.9557,0.39578,0.19077,0.55836,39.31186,-17.30803,155.51591
2.9243,1.3109,0.6235,-1.232,-1.3833,-0.8253,0.32512,0.08188,0.95453,75.09075,21.80099,144.50549
1.9188,0.8546,-0.7478,1.1195,0.8041,0.6542,0.05319,0.29337,1.42904,-39.00169,-32.37608,-134.32911
2.6023,-1.1215,0.2494,1.2267,0.3214,3.0404,-0.37877,0.40155,0.54508,-45.85648,-6.57385,28.43808
0.6492,-0.7652,-1.181,-0.93,1.156,-1.4786,0.65287,0.30712,0.19553,-60.00982,-43.71706,-22.66239
2.7525,-0.8708,1.2705,-0.1853,0.2597,1.866,-0.06229,0.18771,0.74723,-37.18285,6.18685,-108.65256
3.0404,-0.748,-0.2231,-1.3544,-1.1546,-0.29,-0.66578,0.21842,0.60508,-85.983,19.43711,21.99928
2.5678,1.0453,-0.4624,0.8031,-1.0285,1.023,0.08492,0.12378,1.41704,17.27061,37.42857,-114.81095
2.4346,-1.2372,0.7518,0.1973,1.0572,0.0894,-0.17686,0.34845,0.63629,2.91235,-33.47549,152.19893
2.9802,1.0464,1.2636,1.2857,0.1833,2.0178,0.13918,0.12937,0.76971,161.59682,42.43501,158.68907
0.3463,0.974,-0.0609,0.7618,0.8368,1.8317,-0.03057,-0.17055,1.30901,-91.3482,48.05526,139.67303
0.8266,-0.533,-1.5195,-1.3115,-0.5953,-1.9486,0.61514,0.44653,0.23439,143.17897,-50.33059,52.47425
0.0256,-0.0196,1.1838,-0.6106,1.4927,-1.1714,0.04698,-0.1489,0.85278,139.14609,18.00004,-124.24573
1.6233,-0.4046,-1.4904,1.0738,-0.2592,2.839,0.10787,0.80655,0.34506,-121.57316,-35.97018,37.25895
3.0923,-0.0881,-0.7651,-0.4487,1.2716,2.8199,-0.76046,0.18775,0.90249,11.71118,30.63991,-30.99416
2.8094,0.485,-0.4354,0.4469,1.0108,1.0771,-0.31111,0.26605,1.30541,-57.59812,-23.16585,-98.16904
0.8734,0.2823,-1.3792,1.2382,0.2502,1.0222,0.63405,0.52312,0.97111,48.56287,-39.03233,153.27977
3.1119,-0.5413,1.0366,-0.2398,0.607,2.4594,-0.17816,0.15541,0.8389,-54.46712,37.78577,-76.84109
3.0084,-0.6512,-0.5767,0.9785,-1.2807,0.2337,-0.73029,0.24924,0.53616,115.11602,16.1867,-29.65679
0.4785,-1.4858,0.1821,-0.2422,0.5611,0.4529,0.4761,0.07792,0.33597,6.12495,43.45822,46.90841
2.7672,-1.1415,0.6347,-1.3529,1.077,1.3955,-0.32399,0.28852,0.64688,-57.37686,19.94101,166.63064
1.9729,1.0173,1.17,0.7393,-0.3019,1.2166,0.19172,-0.06741,0.80606,-112.68453,14.8524,-175.54485
1.5207,1.2926,-1.3988,-0.2032,-0.7483,2.6118,0.1591,0.17679,1.51424,31.21681,-39.69165,-146.87564
2.0556,0.0414,0.7442,-1.4332,0.2663,1.0183,0.06733,0.19414,1.00933,11.1699,-47.99528,82.67874
1.0488,-1.0742,1.3375,0.7183,0.4281,-1.8971,0.18638,0.02308,0.71439,37.12998,1.34001,-4.77983
2.2749,0.4208,0.1514,-0.3279,0.8813,-1.0526,-0.00046,0.23234,1.22223,81.51065,-19.34935,28.64063
1.2941,0.8829,0.4706,-1.216,-1.3338,-2.1931,0.10525,-0.17866,1.11835,-59.2491,41.93465,-93.91066
1.4641,-0.8932,-1.3584,-0.3869,1.1783,-2.9332,0.2124,0.57411,0.04787,14.4875,-64.01815,-89.50772
0.9012,-0.2387,1.0385,1.0622,0.1499,-2.5825,0.19462,0.0041,0.88519,50.38427,2.7914,-30.93286
1.6573,-0.4665,-0.7538,-1.2084,-0.7413,0.1111,0.08053,0.80816,0.60682,-88.01392,34.88071,-33.07924
2.5729,-1.393,0.4721,0.323,1.2881,3.121,-0.28356,0.35931,0.49196,-16.23603,21.42025,-28.3333
2.5082,-0.6102,1.5185,1.5507,1.3395,-2.5644,0.06793,0.13628,0.706,82.76547,4.27851,131.96194
1.2327,0.017,-0.197,1.0667,-0.7106,-1.9542,0.31703,0.4493,1.10036,-46.03101,-6.84624,26.10358
3.0179,-0.4976,-1.4695,1.2061,-1.2334,0.448,-0.74554,0.2439,0.28032,123.33955,-37.117,-39.9961
2.8261,0.4268,0.7237,-1.1312,-0.247,-0.4576,0.03978,0.14486,1.0453,60.39568,6.69088,82.84536
1.3105,-1.2901,1.3398,1.2191,-0.8596,1.4375,0.17548,0.07583,0.6892,47.77593,8.35465,-130.21726
2.5312,-1.5686,-0.4085,-0.7055,-1.3324,3.0067,-0.23322,0.34625,0.05073,144.03588,17.27837,160.46051
0.0087,-1.0743,-0.5316,-0.2168,0.8295,-2.4526,0.63779,-0.14451,0.25672,-21.16254,-41.70924,-136.54048
1.0444,1.0696,-0.9838,-0.7196,-1.0188,1.9285,0.22554,0.08949,1.48247,52.15974,-19.7611,121.13754
0.0365,-1.0184,-0.8577,-0.62,0.6739,2.6156,0.63736,-0.12688,0.1551,74.13406,-24.11374,120.70383
2.4534,-0.8651,0.51,-1.4771,-1.5678,1.9602,-0.25167,0.40121,0.74096,91.70414,-2.04837,145.60328
2.629,-0.1079,0.7766,1.183,0.7045,-1.5338,-0.08111,0.21783,0.97672,56.15498,-36.79409,124.57039
0.5664,-0.6659,-0.1756,-0.2284,0.5014,-2.6685,0.65015,0.23561,0.67767,0.37003,-21.02353,-130.92231
0.1665,-0.9501,-0.9726,-1.0476,1.4968,2.9145,0.66536,-0.04034,0.15268,63.25064,-10.69762,179.28748
