Q1,Q2,Q3,Q4,Q5,Q6,X,Y,Z
2.2625,0.4853,-0.8253,1.3003,1.2906,2.085,-0.23212,0.51551,1.27357
2.2389,0.1118,-0.0484,0.8769,-1.5612,-2.6037,-0.14364,0.42423,1.15222
2.3316,-0.5799,-0.8614,-0.5726,0.5142,-1.3787,-0.43742,0.6771,0.47086
2.7699,1.1168,0.1347,1.3732,0.6563,-2.2526,0.2541,0.062,1.2147
0.9535,-1.0848,-1.4325,1.0016,0.7455,-0.2873,0.37566,0.27,-0.07219
1.2931,-0.5307,-1.5429,1.3261,-0.8175,0.1868,0.34744,0.67146,0.22741
2.9667,0.116,-0.7653,0.2749,-0.9194,-1.9419,-0.66926,0.27063,1.05346
1.6579,1.1506,-0.3316,-0.8769,-0.1633,1.64,0.16039,-0.11187,1.37579
0.991,1.085,-0.9378,-0.3124,-1.1755,-0.1477,0.21229,0.05028,1.48378
1.338,-1.1218,1.544,1.1656,0.1017,-0.1113,0.15269,-0.00639,0.68503
0.0513,-1.3655,-1.523,0.8911,-0.4241,-2.9346,0.18396,-0.1408,-0.17403
2.1428,-0.5684,1.1257,-1.4559,0.9711,2.3298,0.04348,0.20966,0.8166
0.9412,1.3385,-0.8765,-0.407,-0.1612,0.6323,0.07718,-0.14889,1.48761
2.7939,-0.1346,0.8426,-0.222,-0.8033,-0.452,-0.10166,0.19644,0.95511
2.159,0.2281,1.2625,-0.9022,0.8224,-2.3961,0.12937,0.07646,0.8243
0.4606,0.3102,0.7364,1.4558,0.7187,-1.4421,0.10927,-0.11329,1.03733
0.9857,0.2678,-0.9927,0.33,-0.9761,-2.8614,0.52158,0.51563,1.09586
1.5429,1.29,1.3524,-1.3882,-1.3069,1.7429,0.14707,-0.10902,0.71733
2.1481,-0.7711,-0.6212,-1.3353,1.3322,0.8602,-0.27716,0.70046,0.42759
1.5617,-1.1128,0.3959,-1.0134,1.1115,-1.1763,0.1545,0.48855,0.5967
1.7147,0.7463,-0.0569,-0.0998,-0.9735,-2.1441,0.14018,0.07896,1.31109
2.5548,0.5224,-0.0704,1.3021,-1.1077,-0.4828,-0.08669,0.23783,1.28458
1.7735,-1.0827,0.1932,0.4005,0.1358,-0.5426,0.03612,0.56961,0.54663
2.4682,1.383,-1.3478,0.609,0.6343,-2.7837,0.02658,0.17075,1.52829
2.4484,-0.0531,1.4129,0.0369,0.9413,2.1705,0.08571,0.12387,0.7592
0.038,-1.1621,-1.2397,-0.822,1.3833,2.2579,0.45308,-0.13293,-0.05702
0.1067,1.4079,0.0209,1.269,-1.4794,0.718,-0.33656,-0.18696,1.17912
1.3778,-0.449,-1.1244,0.0919,1.0246,-2.9682,0.30468,0.77673,0.46298
1.5229,1.0582,-0.0462,0.5143,1.0967,-1.4995,0.143,-0.1506,1.29427
0.2306,-1.1575,0.478,-1.5007,-0.0506,2.2121,0.48266,-0.04081,0.59952
0.0405,0.732,-0.8569,-0.5708,-1.3664,-2.0071,0.40087,-0.13393,1.38633
1.5761,-1.5706,-1.3786,0.738,-0.98,0.8311,0.14972,0.06352,-0.18768
0.6356,-0.5048,0.3718,-0.3952,-1.4973,-1.9572,0.45548,0.14956,0.88829
0.0019,-1.5094,-1.0574,-1.4061,0.1365,-2.8251,0.24449,-0.14959,-0.1326
1.6346,-1.467,0.2208,0.9279,1.0971,-2.3081,0.12039,0.46909,0.36083
2.231,0.7152,0.0194,1.3195,-0.5388,-0.1748,0.08686,0.1328,1.28904
1.6578,-0.7501,1.351,-0.9548,-0.0408,-1.8664,0.14179,0.10123,0.7451
0.3712,-0.763,1.2721,1.5052,0.5506,2.9561,0.16566,-0.09653,0.76035
1.3221,-0.5949,-0.9746,-0.6391,0.9803,2.3858,0.33975,0.72822,0.4101
2.0644,1.2337,1.4885,-1.5619,-0.0101,-2.3326,0.15657,0.02569,0.69322
1.7503,-1.3068,-0.8388,-1.4695,-0.5369,2.3058,0.06479,0.48338,0.0032
2.4223,-0.1281,-0.2652,-0.1785,0.3697,1.9498,-0.3619,0.51642,1.00772
1.3167,-0.6766,1.1545,0.5294,1.5578,0.3579,0.18447,0.11338,0.79422
1.441,0.0195,0.7989,-0.0562,0.2859,-1.9062,0.16566,0.10984,0.99016
3.0932,-1.06,0.3971,-1.4871,-1.2999,-1.0977,-0.48499,0.17371,0.623
1.0607,0.0866,0.2578,1.0553,1.0018,-2.1211,0.27914,0.1916,1.12248
3.036,0.5319,0.2479,-0.6225,1.1497,-1.9331,-0.06669,0.15796,1.21213
2.7148,0.8624,-0.8496,-0.4343,0.4057,2.9369,-0.20707,0.259,1.43177
0.9941,-0.8672,-0.239,1.2675,-0.9627,2.0371,0.49355,0.48358,0.5179
0.6803,1.4065,-0.3148,-0.1274,-0.0002,1.7895,-0.14132,-0.30737,1.31488
1.5281,-0.7178,-0.2776,-0.3394,-1.2475,-0.5879,0.17973,0.69153,0.60576
1.8654,0.9043,1.4741,0.7614,-0.9604,-1.2924,0.157,-0.00063,0.71322
0.7682,-0.2303,-1.0108,-1.0716,0.4013,-1.2715,0.70513,0.47264,0.69385
0.9297,1.3774,-0.7269,1.1833,-0.1458,-2.8695,0.02316,-0.21985,1.45149
1.4985,-0.5949,-0.5025,0.073,-0.1598,-1.7675,0.20392,0.73839,0.60863
1.8913,-0.8029,-0.644,-0.2568,1.23,0.9195,-0.08787,0.74099,0.39442
2.7564,0.0877,1.0245,0.5334,-0.0052,-3.0572,0.00824,0.15857,0.91901
1.4978,0.2742,0.9534,0.8644,-0.6454,1.3453,0.15081,0.0049,0.95317
1.5066,-0.9471,-0.9628,-0.8375,1.2682,0.2051,0.19161,0.64168,0.15855
1.4843,0.4529,0.2453,-0.003,-0.5072,-2.4117,0.16039,0.1128,1.20458
2.3511,1.3157,0.4123,-0.1707,1.4487,-3.1055,0.33225,-0.12236,1.0421
2.0299,-1.202,-0.1027,-1.1035,0.2041,-1.4789,-0.12145,0.58429,0.36303
2.6845,-1.565,1.2287,-0.3128,0.2819,0.6179,-0.08108,0.2071,0.64095
0.1447,1.1802,-1.2949,-0.019,1.3415,-0.8258,0.25318,-0.11474,1.49775
0.0765,-0.9195,0.6403,0.909,-1.1691,-2.9388,0.41057,-0.11902,0.7379
2.4473,-1.0484,-0.9826,-0.8887,0.0065,1.2169,-0.35995,0.49494,0.08766
2.867,-1.1397,-0.8797,-0.6302,-0.1927,1.7341,-0.49901,0.29647,0.07397
1.056,-0.4359,0.8722,1.1672,-0.0623,-2.5518,0.24254,0.124,0.88944
1.4642,-0.5746,0.3238,-0.6362,-1.173,3.1197,0.20126,0.47054,0.8504
0.1931,-0.5551,0.9132,0.0476,1.3615,-1.1994,0.25907,-0.10223,0.85578
0.1532,-1.0619,-1.165,-0.7239,-1.5214,-0.0308,0.55671,-0.06587,0.01525
1.9717,1.3375,-0.2769,-1.4211,-0.269,3.0657,0.24238,-0.18734,1.32052
2.6677,-0.8882,-0.6828,-0.3565,-0.5669,-0.9559,-0.5581,0.45487,0.31639
2.2252,-0.929,1.2406,1.3178,-0.168,2.1174,0.03053,0.20672,0.74318
1.6091,1.1654,-1.4515,1.2943,-1.2714,-1.7951,0.13801,0.31715,1.47715
0.8156,0.9618,-1.4988,0.8561,0.0874,1.2371,0.44193,0.25055,1.38664
0.8299,0.0242,-0.5743,-1.1422,-0.1417,-2.1598,0.56611,0.39657,1.03976
1.9029,-0.2898,-0.8031,-0.8727,0.2802,-0.3054,-0.12111,0.8114,0.729
1.8206,-0.6875,0.7909,-0.1759,1.1659,-1.4363,0.06892,0.33683,0.8294
0.3644,-0.6819,0.0887,0.8815,0.6663,2.6625,0.60796,0.0713,0.74636
1.5947,0.5649,-0.8996,-0.0976,0.7254,2.4651,0.13744,0.52917,1.30416
1.1769,0.7622,-0.677,1.0808,0.8985,-1.2108,0.25209,0.21557,1.40196
2.0359,0.0946,1.4914,1.4545,0.5063,2.7213,0.13509,0.06534,0.72635
1.5503,-0.7204,0.0145,-0.3916,-0.3127,0.7253,0.16273,0.61688,0.70242
2.4946,-0.4306,1.4278,-0.9748,-0.4148,-3.137,0.05797,0.14426,0.74296
0.9685,-0.2392,0.923,-1.3775,1.3514,-2.7931,0.21568,0.04886,0.91707
0.7352,1.1897,-0.1215,0.6359,-0.6816,-0.7557,-0.05364,-0.25082,1.29844
0.42,-1.3849,0.2531,-1.0501,-1.4293,-0.5943,0.49882,0.05843,0.41262
1.374,-1.4992,1.4032,0.5493,0.7725,0.1103,0.16524,0.06136,0.669
1.8688,-0.277,-1.0973,-1.3196,1.2971,-0.7958,-0.10402,0.8497,0.61814
0.4716,0.9231,0.4777,0.153,-0.607,0.651,-0.0758,-0.20709,1.10924
1.7082,-0.8899,-0.75,0.6257,0.5714,-3.0717,0.05259,0.71513,0.28625
0.4847,-1.1764,0.9154,-0.3163,1.2602,1.6915,0.33267,0.0056,0.68512
0.7295,1.1232,0.3029,-0.9733,0.3654,0.3738,-0.07703,-0.27014,1.14344
1.7413,0.7539,1.1557,-0.9871,1.0729,2.0238,0.16471,-0.07231,0.84302
2.5147,-0.5009,1.0371,0.2769,0.8107,-1.5656,-0.05419,0.22454,0.84604
0.6427,1.558,0.5468,-1.4732,0.8127,-2.2458,-0.21144,-0.34576,0.90129
0.4423,-1.3734,1.4663,-0.794,0.8419,2.5554,0.12282,-0.10786,0.68024
2.8605,0.5748,-0.4119,0.8429,0.6773,1.9381,-0.25853,0.23083,1.33596
1.5047,0.7592,-1.4243,-1.2869,0.5749,1.9894,0.18907,0.58446,1.29629
0.4411,-1.1107,-0.0323,-0.9931,-0.3014,-1.4727,0.60034,0.1175,0.4456
1.788,-1.1883,1.5674,-0.4097,0.6792,0.2865,0.14217,0.05208,0.67989
0.5004,1.2119,-1.2904,0.8001,1.1415,-1.1596,0.25253,-0.03293,1.505
1.6786,-0.4342,1.0193,0.3866,-0.1285,1.5348,0.13087,0.18534,0.86136
1.9304,1.4172,0.0724,0.5201,0.6342,-1.6043,0.26808,-0.28667,1.1538
1.7673,1.4859,-0.8058,1.1157,-1.1661,-0.5872,0.18995,-0.18564,1.45057
0.7746,0.3003,-0.1826,0.3135,0.252,-1.6681,0.37792,0.15989,1.23076
1.8193,-0.0806,-0.6622,0.1571,-0.0201,0.3032,-0.03593,0.75165,0.94139
1.3564,-0.5814,0.9797,-1.0792,-1.3055,2.5594,0.19174,0.17531,0.84056
2.1631,0.6821,-0.8448,0.087,-1.4091,0.4858,-0.11287,0.43651,1.36686
1.677,-0.468,-1.1508,1.1511,1.2369,-1.1296,0.06274,0.82701,0.43605
0.7858,0.3107,0.3128,0.5773,-0.6185,0.6812,0.23018,0.01808,1.16625
2.6096,1.286,0.8387,0.2813,-0.8531,1.0327,0.29725,-0.00085,0.87637
0.3432,0.3973,-0.5925,-0.035,-0.4781,2.8787,0.52306,0.02757,1.25857
0.6998,-1.0643,0.4072,1.332,-1.4711,-1.3164,0.47094,0.20036,0.62373
2.0893,-0.5247,0.0575,0.7216,-0.7542,-1.5588,-0.16024,0.58361,0.8319
0.4636,1.5584,1.2579,1.4455,-0.7568,-0.1527,-0.06875,-0.20213,0.70093
2.1637,-1.3014,0.3628,-0.4826,1.4552,-0.2535,-0.14113,0.47799,0.49439
2.4527,1.3067,0.1794,0.5896,-1.1231,0.477,0.33918,-0.08493,1.14541
0.9899,-1.0277,1.041,0.3842,0.8992,1.4897,0.25588,0.11637,0.73419
2.2343,-1.0935,-0.6771,1.1686,-0.25,-0.0056,-0.26212,0.57894,0.18269
1.1323,0.9772,1.2669,-0.9385,0.4368,-0.461,0.0897,-0.16212,0.77638
1.6846,-0.691,0.4783,1.2482,0.8967,-1.426,0.09869,0.45791,0.81442
0.3648,1.4234,-0.9285,0.6868,1.189,-1.9901,-0.06212,-0.18434,1.48858
2.8955,1.462,-0.0992,1.3655,0.4837,-1.9091,0.39678,0.05505,1.21011
0.0574,0.3519,-0.3048,0.0096,-0.6852,-0.0437,0.41323,-0.12655,1.25294
0.0605,-0.7091,0.2491,-1.3219,1.1563,2.3225,0.54569,-0.11727,0.76857
0.2716,0.5022,-0.2902,-1.4063,0.972,3.0329,0.33646,-0.06206,1.30608
0.7893,1.0777,0.1624,-1.1616,1.4642,2.5349,-0.03253,-0.24583,1.2116
0.541,0.4881,1.013,-1.2781,0.568,2.4903,0.03616,-0.15332,0.92464
1.4988,-1.3749,-0.8106,0.5818,-0.7678,-2.9546,0.18024,0.4132,-0.01732
0.2831,-0.5292,-1.1788,1.0804,1.4681,0.7197,0.80786,0.07875,0.37467
2.7045,0.8891,-1.0782,1.3005,-0.9008,1.7505,-0.27459,0.29392,1.42741
1.955,0.222,-1.5074,-1.3673,1.4678,1.0315,-0.17621,0.83616,0.86899
2.9555,1.5613,-0.9189,0.5539,1.0449,-1.7973,0.26199,0.10336,1.4615
1.5174,1.2066,-1.4873,1.2735,-0.3837,-2.0882,0.16547,0.28451,1.48458
2.6783,0.7809,-1.2442,0.0611,0.8949,1.6638,-0.39619,0.36565,1.35299
0.7007,1.4426,0.3172,0.7821,1.0917,0.5575,-0.18816,-0.35501,1.0389
1.6671,0.1006,0.9912,1.0867,0.1548,-2.1326,0.14399,0.06994,0.93222
1.6506,-1.3795,-1.126,0.1534,1.0888,1.6709,0.12388,0.33322,-0.1115
1.7423,1.2325,0.3933,-0.3632,-0.2404,1.9366,0.19716,-0.25911,1.07569
0.9678,0.3502,-1.1422,-1.4261,-0.3613,-1.8425,0.53599,0.51385,1.10883
0.1158,0.5144,-0.0102,0.6902,-1.0756,-2.5238,0.20119,-0.12766,1.27216
0.4456,-0.8978,0.8186,0.7051,-0.1031,1.5448,0.35663,0.00405,0.76302
1.9716,0.532,-1.44,0.6948,-1.5126,1.7843,-0.1447,0.72608,1.14056
1.7103,-0.0157,-0.7681,0.3896,1.0313,2.8568,0.04417,0.76453,0.95654
0.7288,-1.0327,1.2167,1.2863,-0.5094,1.787,0.22097,-0.00388,0.72927
0.712,1.2346,0.4434,-1.0505,-0.0166,-0.4239,-0.12079,-0.30244,1.05344
3.0184,-1.3747,-1.4309,1.518,-0.8722,2.415,-0.18733,0.17439,-0.16604
2.5653,-0.1222,0.6922,-0.552,0.3539,-3.1305,-0.09655,0.2417,0.99368
0.6418,0.5695,-0.0323,-1.2444,-0.7615,3.0703,0.21809,-0.02434,1.28603
2.707,-0.6209,-0.9288,-0.5922,1.4536,-2.4284,-0.64734,0.46592,0.40944
2.9435,0.8651,-0.0127,0.11,0.3598,0.6686,0.06059,0.14088,1.29998
1.736,0.6154,0.1997,1.547,-1.1076,0.858,0.13942,0.07621,1.232
0.2611,-1.2455,-0.9457,1.2405,-1.4787,-0.4919,0.50008,-0.02169,-0.00487
0.7547,-1.4338,0.3048,0.8565,-1.3575,-0.7011,0.43643,0.20445,0.41035
3.0397,-0.2467,-0.5468,-0.7255,0.2304,2.3008,-0.72165,0.22462,0.85476
2.664,0.6071,-0.4253,1.3435,1.116,-1.608,-0.19439,0.26956,1.34652
1.3887,-0.8458,-1.3115,0.4532,0.9927,-0.1968,0.26252,0.59708,0.09274
1.6677,-0.4079,-1.0255,0.6798,-0.7813,-2.353,0.06934,0.83752,0.53958
0.4718,0.1079,-1.2625,-0.8233,-1.4919,2.6088,0.80969,0.24468,0.87433
2.2251,0.9922,-0.1479,-1.2647,1.1345,2.7844,0.16359,0.03327,1.33535
0.6578,1.1307,-1.497,-1.3608,0.9592,1.4496,0.37469,0.09987,1.45837
0.8007,1.4041,-0.003,-1.0516,0.2243,2.1185,-0.13632,-0.35609,1.19058
0.9507,0.0119,-0.4428,0.6518,-0.2819,-2.4359,0.48855,0.42598,1.06082
1.9167,0.0333,0.3798,1.2198,-1.1423,0.1041,0.04731,0.31129,1.08983
2.6523,1.5035,0.8241,0.9714,-1.2186,-0.8175,0.33429,-0.00801,0.82094
2.8611,0.6585,-1.1504,0.0758,1.3941,1.9463,-0.49979,0.30014,1.30708
2.0077,-1.1015,-0.3316,0.3579,-1.3104,-1.4052,-0.12884,0.63049,0.32588
2.574,-0.0351,1.2226,-0.5469,-1.4262,-1.5001,0.04807,0.1473,0.83699
2.2056,1.3033,-1.0586,-0.2843,0.2347,2.0125,0.10349,0.11251,1.51213
2.8453,-1.5074,-1.1751,1.4074,1.1934,-1.2491,-0.14796,0.20205,-0.15519
1.8593,-1.0441,0.8374,0.0736,-0.5295,-1.4952,0.05123,0.35478,0.71699
2.3063,-0.8894,0.3358,-0.0155,1.1572,1.9353,-0.23514,0.48349,0.69309
1.8546,1.38,1.5081,-0.9576,0.8889,-3.053,0.15694,-0.0022,0.68288
1.7273,-0.9192,0.2985,-0.301,-0.2987,-1.9904,0.06568,0.54643,0.66795
2.6618,-0.3128,-0.6581,0.8257,0.9412,0.8708,-0.62153,0.49256,0.76597
0.766,-1.2473,0.4119,1.3719,-0.1816,-0.5104,0.44353,0.21845,0.53706
0.8378,1.4623,-1.2178,0.0806,0.1854,2.1146,0.08604,-0.12869,1.52496
2.5312,0.1454,1.2097,-1.1784,0.3529,1.7858,0.07798,0.12857,0.84664
0.5001,-0.1691,-0.9027,1.513,-0.6078,-1.8419,0.78671,0.25889,0.78797
0.7497,-1.5613,0.1661,0.2325,1.4572,1.9975,0.41902,0.1851,0.2955
1.0403,-1.1046,1.1708,0.6363,0.7849,0.0935,0.22342,0.08433,0.71831
2.4318,1.025,-0.5151,-0.3223,-0.9948,1.9362,0.07419,0.13408,1.42768
1.4732,-1.4942,0.9314,0.0648,-0.6213,-0.2037,0.17668,0.26464,0.59567
2.9052,0.9091,-1.4264,-0.6376,0.1686,-1.8708,-0.44756,0.26216,1.37776
2.3253,0.8716,-1.4386,0.4867,0.1522,-1.1602,-0.2516,0.48672,1.35564
2.8349,-1.4355,-0.0178,-0.3504,-0.3733,1.2651,-0.42131,0.29082,0.27443
2.3771,-0.4308,0.035,-1.2117,0.654,-2.2391,-0.31298,0.50806,0.8821
2.1742,0.5449,0.7451,1.0922,0.5402,-0.8124,0.14625,0.05221,1.03481
2.4207,1.3364,-1.1188,-0.8025,-0.9404,-1.7508,0.07884,0.13047,1.51782
1.9403,-1.0126,1.4549,-1.4444,1.4205,-1.5345,0.11745,0.11222,0.70451
0.8571,-1.2335,0.6354,0.6656,0.3448,-2.16,0.37712,0.20628,0.60977
0.526,-0.0486,-0.8348,-1.3039,0.0404,2.3788,0.74809,0.2608,0.90915
1.9487,-0.2231,0.7526,0.7326,-0.894,-0.3272,0.0581,0.26032,0.95922
0.2476,0.6525,-1.3439,0.2822,0.8102,-1.6502,0.65149,0.00992,1.2537
1.2623,-1.208,-0.1511,0.9757,0.3805,1.8965,0.31897,0.50674,0.33902
0.7865,-1.5159,1.1604,-0.4645,-0.4388,2.5562,0.24255,0.03065,0.63842
2.4988,1.2243,-0.9854,0.9751,0.9482,1.0281,0.03857,0.15858,1.50231
2.5434,1.2877,-0.8966,0.9766,1.4476,0.5009,0.10534,0.10979,1.49338
2.6707,0.8329,-0.8125,1.204,-1.2943,3.1203,-0.20103,0.27072,1.42344
1.3143,1.0463,0.6585,-0.1302,0.6106,-0.2061,0.09075,-0.24546,1.00801
1.9976,-0.2526,-1.425,0.2811,-0.4903,-2.5467,-0.21332,0.83156,0.4977
0.0927,0.4332,1.0408,1.267,0.478,-2.4154,-0.02186,-0.15273,0.91503
2.2806,-0.7843,1.2817,1.5127,1.2955,2.0175,0.03726,0.18689,0.756
3.1103,0.3259,0.546,1.1469,1.3754,1.0093,-0.08683,0.15284,1.10343
0.6341,-0.1725,1.5434,0.5992,0.4641,-1.678,0.09391,-0.1172,0.70335
2.5287,1.2648,1.2339,1.0223,-1.4076,-3.0192,0.20496,0.03931,0.75014
3.1263,1.0542,-0.0775,0.3154,-1.3905,-1.1919,0.13545,0.148,1.30581
2.1873,1.4625,-1.2196,0.3846,0.8711,-2.3106,0.1441,0.05618,1.52511
1.8811,1.1889,0.8843,-0.6472,-0.5336,0.7058,0.21229,-0.17062,0.88239
0.5651,-1.4343,0.9901,1.3052,0.7131,-0.3074,0.30217,0.01392,0.62522
2.3226,-0.09,0.2953,-1.1806,0.0421,-2.4391,-0.13756,0.36683,1.05989
2.7085,1.4336,-1.5174,1.3545,-0.5099,-0.3104,-0.0418,0.18464,1.52816
0.136,0.03,-0.8273,1.3952,-0.4875,-2.3259,0.7681,-0.04634,0.97193
2.5956,-0.147,-0.3603,1.2621,-0.1666,-0.0435,-0.48157,0.46818,0.97614
0.9757,1.5209,-1.4664,-1.3927,-0.4584,-1.2846,0.13451,-0.06897,1.53536
2.8779,1.2563,1.003,1.3816,0.0307,-2.196,0.24452,0.08941,0.82377
2.5196,1.2089,1.2412,-0.948,1.2466,-0.6783,0.19967,0.04148,0.75599
2.1443,-0.3366,-0.3169,0.0759,0.0712,0.1926,-0.24628,0.65783,0.85971
0.6097,-0.5599,0.782,-0.1376,-1.0594,2.989,0.32412,0.04336,0.86817
2.3934,0.2547,-0.3563,1.2153,-0.9123,-0.1441,-0.25108,0.43779,1.20814
0.4546,1.5162,0.4318,-0.8993,0.7092,-1.1224,-0.28033,-0.30402,0.96282
1.0474,0.5115,-0.7106,0.5122,-0.6316,2.2431,0.3708,0.34233,1.30244
0.5945,-1.2449,1.3389,0.2954,1.4212,-2.2089,0.18173,-0.05826,0.69456
0.072,1.5397,-0.8134,-1.1698,0.5067,-1.2293,-0.2467,-0.16823,1.43973
0.1126,0.9602,0.9679,1.4013,0.6753,-2.7491,-0.14615,-0.16753,0.8936
2.8684,1.4944,0.6176,0.9785,0.5239,-3.0137,0.37519,0.0507,0.89732
0.0819,-0.4849,0.7424,1.2171,0.1271,-0.4859,0.30299,-0.12568,0.89329
2.8884,-0.0226,0.8667,1.15,-0.1254,-2.6917,-0.08097,0.17594,0.96413
0.506,1.4622,0.6211,1.5103,-1.1689,-2.2816,-0.22421,-0.29579,0.90704
2.0916,0.109,-1.4234,1.1712,0.1185,-3.1328,-0.29381,0.81376,0.80867
2.9451,-0.3434,-0.8831,0.8096,-1.172,-2.1107,-0.77483,0.30723,0.65309
2.3245,-0.8621,-0.7781,1.4463,-1.333,0.285,-0.37674,0.62067,0.29381
2.4894,0.9401,-0.0343,1.409,0.0698,-0.7364,0.14879,0.07517,1.30298
2.5236,-0.5313,-0.8743,0.7164,0.0777,0.7141,-0.56635,0.58671,0.50404
0.6737,-0.1771,0.9952,-1.3649,0.3114,-0.0028,0.19035,-0.04005,0.90576
2.6913,1.013,-0.2717,-0.4639,-0.3717,2.243,0.10856,0.11418,1.37038
1.6,0.4326,-0.5737,-0.8893,-0.0389,-2.4725,0.13618,0.47703,1.27751
0.9037,0.6187,0.2082,0.052,-0.809,-0.2576,0.14744,-0.05531,1.2296
2.2745,-0.9376,0.1439,-0.5324,-0.3844,1.5324,-0.25932,0.53748,0.61205
1.0042,-1.4639,-0.4574,1.1851,0.9355,1.1916,0.36527,0.29462,0.07516
2.7358,1.518,0.33,1.1966,1.0843,-2.666,0.42499,-0.01928,1.00438
0.6921,0.9756,-0.6677,0.9348,0.1715,1.4234,0.19629,-0.03219,1.44702
0.4624,-0.2907,1.357,0.8132,-0.1197,-2.0735,0.10765,-0.114,0.77455
2.095,0.4521,0.1482,-0.3266,-0.0155,-1.5197,0.04919,0.2147,1.22824
1.531,0.2813,-1.5693,-0.5079,-1.1067,0.0934,0.18316,0.82851,0.8927
2.4034,-1.416,0.5067,-0.3092,-0.6139,2.4239,-0.20952,0.39347,0.49443
3.043,1.2388,-0.8054,-1.0947,0.6407,-2.9442,0.03684,0.14714,1.48045
0.4873,-1.2427,0.071,1.5488,1.1411,2.1835,0.55173,0.12256,0.41215
1.4055,1.4748,-0.1745,-1.0725,1.4177,-1.9837,0.08724,-0.38894,1.23658
2.7982,1.4237,0.1204,1.3527,1.3062,-2.3741,0.39686,0.01745,1.13079
0.6763,0.5959,1.2384,-1.2247,-0.3293,2.2389,0.04338,-0.15759,0.82131
1.3533,0.2158,-1.2359,0.5138,1.1893,2.1904,0.31922,0.74914,0.97294
0.1114,-0.0217,-1.5509,1.3254,-1.4941,-2.2591,0.87479,-0.05313,0.64138
0.9827,-0.3588,-0.2942,-1.5545,-0.0513,1.7776,0.50363,0.48482,0.85083
0.8591,1.2588,0.3691,0.2512,1.0047,-2.873,-0.08212,-0.32496,1.07841
2.0069,0.385,-0.0587,-0.2849,0.0299,-2.783,0.0173,0.31809,1.24952
2.1663,-0.2683,1.0136,-0.2249,0.0513,2.5722,0.04657,0.19877,0.88845
2.0663,-1.4159,0.427,-0.5613,-1.1132,-1.5979,-0.0765,0.45711,0.46556
1.3962,0.8723,1.0942,-1.2157,-1.2585,-0.5551,0.12543,-0.15269,0.8548
0.6567,-1.2249,-0.757,-0.874,-1.5595,-2.7615,0.51463,0.20723,0.07444
2.0796,0.7708,1.0779,-1.1027,-0.2838,1.3283,0.18514,-0.02389,0.87373
1.7056,-0.6226,-0.0566,-0.9986,0.2183,-2.7204,0.06297,0.6522,0.74325
2.3824,-1.186,-1.1476,0.7282,-1.1004,0.6979,-0.23055,0.42562,-0.04142
2.219,0.4997,-1.3142,-1.3019,1.1458,-0.6519,-0.30725,0.65421,1.16028
2.4408,0.072,-0.218,-1.211,-0.1493,-0.94,-0.29579,0.44586,1.12715
2.0936,-0.8656,1.4944,-0.9401,0.6007,-1.636,0.10887,0.1116,0.70417
0.1557,0.9377,0.9516,-1.3005,-0.2549,2.0564,-0.13575,-0.1732,0.90401
2.3789,-0.8494,1.2743,-0.0081,-1.4182,0.1881,0.01281,0.1953,0.74937
0.1044,1.3256,-0.3594,-1.5003,0.2372,-0.4891,-0.22196,-0.17413,1.35286
1.9537,0.4189,0.1785,-1.0746,0.1944,2.7721,0.07628,0.21223,1.2159
0.0105,1.1448,1.1754,0.4417,-1.0582,0.6138,-0.14993,-0.15163,0.78576
1.4115,1.3945,0.9408,-0.375,-1.2013,1.738,0.1085,-0.2706,0.81271
0.7483,-0.4963,1.5681,-0.277,0.5145,-2.0284,0.10962,-0.10298,0.69068
0.0799,0.5141,0.481,-1.2487,0.8868,-1.5511,0.03673,-0.14759,1.13628
1.4325,0.9867,-0.5132,-1.0965,0.9859,2.7922,0.15679,0.03803,1.42559
1.7079,-0.0104,1.1164,-0.0712,1.4831,-0.5002,0.14114,0.07488,0.87904
1.97,-0.7736,1.2583,1.3112,0.0163,-1.9332,0.0894,0.17412,0.76165
0.8944,-0.7394,0.8954,0.1799,1.1628,-1.6618,0.28729,0.11819,0.81057
2.6369,0.1924,-0.0967,-1.2803,-1.0862,0.7922,-0.28001,0.3261,1.18616
1.3518,0.7288,1.3584,-1.5452,-0.6392,-1.5582,0.13269,-0.09449,0.76385
1.9879,0.9725,1.0814,1.3485,0.1122,-2.5886,0.19739,-0.07508,0.84602
0.5082,-1.3488,1.119,-0.7649,-1.4189,-0.5837,0.25927,-0.02734,0.66645
1.1276,-1.093,-0.3183,-0.2325,0.2589,-0.9426,0.4049,0.50307,0.33692
1.9685,-1.2375,1.3604,0.0225,0.5107,-1.0709,0.09632,0.15813,0.69482
0.812,0.504,-0.7241,-1.4282,0.0767,-1.7119,0.44754,0.25393,1.29731
2.8817,0.9016,-1.2556,0.5556,0.0313,-1.8533,-0.38337,0.25721,1.40849
2.9864,-0.3138,-0.232,0.8719,-0.3801,-0.9721,-0.62118,0.24906,0.89707
0.0939,1.5562,-0.8224,1.5072,-1.526,2.007,-0.25255,-0.1745,1.43785
0.4329,-1.2854,-1.5239,-0.7557,1.5302,3.0911,0.28375,-0.03417,-0.15731
2.2114,-1.269,-0.3134,1.2023,0.9023,2.3132,-0.21433,0.53856,0.23424
3.0519,-0.7867,-0.172,-1.1724,0.2657,1.2374,-0.65387,0.20946,0.5976
2.2027,1.0917,-0.1924,1.1481,-0.183,1.8222,0.19572,-0.01334,1.33956
